Serial number,Price,Area(house sq.ft),Location
881,17500000,1630,Sector 7 Kharghar
882,14000000,1200,Sector 18 Kharghar
883,14000000,1200,Sector 18 Kharghar
884,19000000,1500,Mumbai Highway
885,85000000,2000,Worli
886,8200000,525,Kandivali East
887,12000000,540,Borivali West
888,2800000,525,Panvel
889,29000000,1350,Ghatkopar
890,11000000,1131,Kharghar
891,9500000,1400,Kharghar
892,6500000,800,Kharghar
893,3700000,500,Kharghar
894,10500000,900,Lokhandwala Township
895,12000000,1050,Andheri East
896,8500000,1225,Andheri
897,18000000,1100,Andheri
898,25000000,1400,Goregaon East
899,14000000,1000,Andheri
900,30000000,1480,Andheri
901,9500000,1150,Kharghar
902,9900000,1150,Kharghar
903,18500000,1700,Kharghar
904,8200000,1015,Kharghar
905,9300000,1150,Kharghar
906,5800000,750,Kharghar
907,14200000,1800,Kharghar
908,15500000,1605,Kharghar
909,7900000,1040,Kharghar
910,10500000,1580,Kharghar
911,11000000,1255,Kharghar
912,5300000,660,Kharghar
913,10100000,1580,Kharghar
914,10000000,1100,Kharghar
915,13000000,1150,Kharghar
916,11399999,1133,Panvel
917,31500000,1423,Borivali East
918,23300000,1500,Malad West
919,110000000,3300,Andheri West
920,10000000,440,Chembur
921,3500000,475,Sector 20 Kamothe
922,9200000,750,Malad West
923,29000000,1050,Shastri Nagar
924,56000000,2200,Wadala East Wadala
925,15500000,600,Parel
926,8000000,640,Thane West
927,7200000,657,Thane West
928,7500000,550,Thane West
929,18000000,1309,Thane West
930,16200000,1850,Kharghar
931,15500000,680,Wadala East Wadala
932,15000000,880,Wadala East Wadala
933,14000000,690,Wadala East Wadala
934,13500000,950,Wadala East Wadala
935,23000000,925,Haridas Nagar
936,7500000,650,Kalwa
937,9000000,990,PARSIK NAGAR
938,6500000,610,Maharashtra Nagar
939,8000000,806,Pant Nagar
940,19000000,1050,Patlipada
941,11100000,655,Andheri East
942,52500000,1144,Santacruz West
943,9500000,1200,mumbai
944,13500000,1050,Belapur
945,18000000,1335,Belapur
946,12600000,1150,Sector-12 Kamothe
947,38000000,2120,Nerul
948,12600000,1150,Sector 12 Kharghar
949,25000000,1950,Nerul
950,17100000,1150,Seawoods
951,17100000,1100,Seawoods
952,92500000,2670,Parel
953,7500000,560,Thane West
954,16500000,1166,Majiwada
955,5500000,600,Kalwa
956,5500000,580,Kalwa
957,5600000,630,Kalwa
958,6000000,620,Kalwa
959,9500000,1056,Kalwa
960,18000000,675,4 Bunglows
961,28000000,730,mumbai
962,70000000,2000,mumbai
963,17500000,650,Andheri
964,6200000,400,Airoli
965,9500000,1000,Airoli
966,12200000,675,Kolshet Road
967,12400000,674,Kolshet Road
968,28400000,1733,Thane West
969,12400000,673,Kolshet Road
970,12100000,690,Kolshet Road
971,28400000,1733,Thane West
972,14000000,1530,Sector 10 Khanda Colony
973,13200000,768,Pokharan Road
974,6656000,488,Kharegaon
975,9750000,711,Kalwa
976,5300000,560,Kalwa
977,50000000,7000,Kalyan
978,13200000,768,Pokhran 2
979,6656000,488,Kalwa
980,7000000,448,Panch Pakhadi
981,15000000,971,Panch Pakhadi
982,9250000,770,Kalwa
983,20099999,1145,Kalwa
984,16500000,1250,Thane West
985,9500000,1005,Chembur
986,7500000,757,Chembur
987,9500000,1005,Chembur East
988,7500000,757,Chembur East
989,12000000,957,Ghatkopar
990,37500000,2195,Goregaon
991,41500000,2195,Goregaon
992,48000000,3230,Goregaon
993,10000000,750,Jogeshwari West
994,8500000,750,Jogeshwari West
995,16000000,750,Jogeshwari West
996,8500000,585,Jogeshwari West
997,10500000,750,Jogeshwari West
998,11000000,750,Jogeshwari West
999,24500000,1650,Thane West
1000,11299999,900,Goregaon East
1001,5700000,620,Mira Road East
1002,13200000,935,Malad West
1003,4700000,885,Powai Lake
1004,4600000,885,MHADA Colony 20
1005,2900000,700,Powai Lake
1006,24800000,958,Wadala East Wadala
1007,28500000,997,Andheri West
1008,10000000,546,Goregaon West
1009,5900000,1015,Karanjade
1010,4800000,600,Sector 36 Kamothe
1011,55000000,1950,Andheri West
1012,2300000,480,Dombivli (West)
1013,13600000,600,DN Nagar Road
1014,5200000,534,Godrej Hill
1015,21000000,730,Ganesh Nagar
1016,3300000,342,Godrej Hill
1017,5545000,902,Haware City
1018,5556000,902,Haware City
1019,7311000,1149,Haware City
1020,24000000,1250,Mahatma Gandhi Road
1021,11399999,448,Akurli Nagar
1022,7300000,1149,Kasar vadavali
1023,6000000,935,Vasai West
1024,4500000,650,Vasai
1025,6200000,655,Mira Road East
1026,4500000,645,Mira Road East
1027,21000000,1280,Malad East
1028,21500000,1280,Malad East
1029,4400000,665,Sector 17 Ulwe
1030,2399000,620,Badlapur West
1031,2650000,600,Nala Sopara
1032,3700000,440,Mira Road East
1033,2100000,245,Mira Road East
1034,12500000,745,Kandivali East
1035,4500000,457,Mumbai Nashik Expressway
1036,2200000,400,Shirgaon
1037,3300000,612,Katrap
1038,15000000,800,Chembur
1039,12500000,878,Chembur
1040,14000000,1077,Kurla
1041,33000000,1650,Nahur
1042,2300000,690,Ambernath East
1043,29000000,1960,Mulund West
1044,8500000,1000,Kalwa
1045,6000000,575,Thane West
1046,60000000,2500,Lower Parel
1047,33000000,1800,Samata Nagar Thakur Village
1048,35000000,1835,Samata Nagar Thakur Village
1049,33000000,1667,Kandivali East
1050,24500000,1300,thakur village kandivali east
1051,3467000,530,Dombivali East
1052,14000000,800,Bhandup West
1053,7000000,780,Mira Road East
1054,6400000,400,Kandivali East
1055,6000000,650,Mira Road
1056,9000000,550,Bhandup West
1057,6370000,800,Mira Road East
1058,3310000,780,Kasheli
1059,2770000,655,Kasheli
1060,2670000,630,Kasheli
1061,2110000,495,Kasheli
1062,23000000,1265,Western Express Highway Kandivali East
1063,25000000,850,Bandra West
1064,14000000,900,Seawoods
1065,3700000,425,Kharegaon
1066,2000000,400,Kharegaon
1067,2200000,450,Kharegaon
1068,200000000,3000,Tardeo
1069,4600000,545,Goregaon East
1070,3000000,340,Goregaon East
1071,2000000,540,Vasind
1072,2400000,560,KASHELI
1073,6300000,750,Thakurli
1074,7600000,550,Shakti Nagar
1075,2600000,360,Bhayandar East
1076,3800000,340,Kandivali West
1077,10500000,1190,Ulwe
1078,13500000,1235,Kharghar
1079,21000000,1129,Kandivali West
1080,16500000,839,Kandivali West
1081,10000000,600,Borivali East
1082,11000000,600,Borivali East
1083,8100000,846,Thane West
1084,65300000,3025,Andheri
1085,38700000,1295,Andheri
1086,51500000,3465,Sanpada
1087,6500000,566,Dahisar East
1088,22000000,1527,Ghatkopar
1089,17500000,1188,Ghatkopar
1090,17500000,1188,Ghatkopar West
1091,12600000,1012,Goregaon
1092,32000000,1950,Goregaon
1093,8000000,670,Malad East
1094,16000000,1944,Mira Road
1095,8000000,972,Mira Road
1096,16000000,1944,Mira Road East
1097,8100000,972,Mira Road East
1098,10200000,1050,Kharghar
1099,13500000,1235,Kharghar
1100,14200000,1440,Kharghar
1101,5300000,612,Kharghar
1102,5500000,676,Kharghar
1103,5500000,650,Kharghar
1104,16000000,1600,Kharghar
1105,4300000,650,Kharghar
1106,7500000,850,Kharghar
1107,7500000,1085,Kharghar
1108,30000000,2950,Kharghar
1109,5500000,560,Kharghar
1110,8000000,1050,Kharghar
1111,6000000,700,Kharghar
1112,4500000,650,Kharghar
1113,5500000,649,Kharghar
1114,5500000,660,Kharghar
1115,14800000,1600,Kharghar
1116,11800000,1150,Kharghar
1117,13600000,1760,Kharghar
1118,5700000,650,Kharghar
1119,6500000,750,Kharghar
1120,4200000,630,Kharghar
1121,4800000,540,Kharghar
1122,30000000,2355,Kharghar
1123,21000000,2250,Kharghar
1124,5300000,687,Panvel
1125,6300000,850,Panvel
1126,2050000,1000,ulhasnagar 4
1127,31500000,2415,Kandivali East
1128,30500000,2415,Kandivali East
1129,4500000,450,Mira Road East
1130,20000000,1250,Malad East
1131,22000000,1530,Kandivali East
1132,10000000,1340,Mira Road East
1133,11500000,1340,Mira Road East
1134,6300000,850,Mira Road East
1135,8009999,965,Mira Road East
1136,8400000,965,Mira Road East
1137,7430000,965,Mira Road East
1138,21400000,1560,Borivali East
1139,25700000,1505,Goregaon West
1140,2100000,450,Sector-26 Taloja
1141,3300000,670,Koproli
1142,62000000,1450,Worli
1143,2500000,540,Virar East
1144,19000000,1267,Belapur
1145,14900000,1245,Airoli
1146,14000000,1183,Airoli
1147,2200000,670,Badlapur West
1148,3500000,1000,mumbai
1149,3500000,400,mumbai
1150,3500000,500,Roadpali
1151,2005000,595,mumbai
1152,2011000,597,mumbai
1153,2014999,598,mumbai
1154,2021000,600,mumbai
1155,2100000,625,Mumbai Central
1156,2116000,630,mumbai
1157,13000000,650,Chembur
1158,13000000,900,Chembur
1159,37000000,2300,Chembur
1160,19900000,1100,Chembur
1161,32100000,1400,Chembur
1162,15000000,1016,Chembur
1163,12700000,585,Chembur East
1164,31000000,1550,Chembur
1165,32100000,1550,Chembur East
1166,18200000,1050,Chembur East
1167,11000000,585,Chembur
1168,24500000,1120,Chembur East
1169,12200000,632,Chembur
1170,17500000,1050,Chembur
1171,20500000,1060,Chembur
1172,39600000,1485,Chembur East
1173,19000000,1150,Chembur East
1174,12000000,675,Chembur East
1175,10700000,675,Chembur East
1176,32599999,1600,Chembur
1177,18900000,1091,Chembur
1178,9500000,585,Chembur
1179,9200000,620,Chembur
1180,11200000,725,Chembur
1181,6000000,2700,mumbai
1182,16800000,1180,Mulund
1183,16500000,1180,Mulund
1184,18000000,1180,Mulund
1185,21900000,1412,Mulund
1186,3200000,410,Greater Khanda
1187,23500000,1300,link road borivali west
1188,7500000,495,Borivali West
1189,15000000,1450,Manpada
1190,220000000,7600,Andheri West
1191,3500000,550,Kalyan East
1192,12500000,880,Thane West
1193,16800000,922,Andheri East
1194,17500000,1050,Andheri East
1195,16500000,1020,Andheri East
1196,14800000,915,Andheri East
1197,15000000,915,Andheri East
1198,18000000,1020,Andheri East
1199,4500000,620,Sector12 Kamothe
1200,16000000,1515,Kharghar
1201,7600000,1055,Sector 2 Ulwe
1202,28000000,4000,Kharghar
1203,11100000,1245,Sector 17 Ulwe
1204,10500000,1165,Sector9 Kamothe
1205,11299999,750,Govind nagar
1206,8600000,608,Malad East
1207,8600000,550,Malad East
1208,16000000,890,Krishanlal Marwah Marg
1209,21000000,620,Andheri
1210,24000000,1000,Andheri
1211,8725000,1135,Sector-9 Ulwe
1212,31500000,1010,Vikhroli
1213,42500000,1200,Parel
1214,4700000,1005,Taloja
1215,4500000,980,Taloja
1216,3200000,680,Taloja
1217,3500000,710,Taloja
1218,3300000,690,Taloja
1219,4000000,715,Taloja
1220,3500000,700,Taloja
1221,3350000,670,Taloja
1222,2650000,560,Taloja
1223,2300000,445,Taloja
1224,2600000,560,Taloja
1225,5700000,1060,Taloja
1226,5800000,1064,Taloja
1227,6000000,1070,Taloja
1228,5200000,995,Taloja
1229,4900000,985,Taloja
1230,3800000,675,Petali
1231,4000000,665,Taloja
1232,3700000,680,Taloja
1233,2300000,575,Virar West
1234,3500000,975,Virar West
1235,3720000,930,Virar West
1236,4200000,750,Virar West
1237,3500000,570,Virar West
1238,15000000,2150,Kalamboli
1239,18000000,1069,Dahisar
1240,15000000,686,Dahisar
1241,24000000,1000,Andheri West
1242,14000000,650,Andheri East
1243,14700000,1000,Vikhroli
1244,6800000,740,Thane West
1245,16000000,2115,Dombivali
1246,10000000,1595,Dombivali
1247,90000000,5150,Ghatkopar West
1248,10500000,1503,Dombivali
1249,11700000,1150,Thane West
1250,5300000,650,Thane West
1251,7500000,1050,Greater Khanda
1252,9800000,585,Mulund West
1253,43700000,1950,Chembur
1254,63000000,2700,Chembur
1255,29000000,1350,Chembur East
1256,37000000,1426,Deonar
1257,3800000,930,Lokhandwala
1258,11500000,650,Patel Nagar
1259,6000000,690,Ulwe
1260,7800000,1000,Ulwe
1261,8200000,1090,Ulwe
1262,16200000,1050,Chembur
1263,12900000,666,Chembur
1264,11500000,600,Chembur
1265,18500000,1000,Chembur
1266,17500000,1070,Chembur
1267,10200000,695,Chembur
1268,14100000,625,Chembur
1269,27000000,1361,Andheri West
1270,31200000,1470,Andheri West
1271,12500000,765,Chembur
1272,39900000,1556,Ghatkopar East
1273,11500000,1200,Chembur
1274,40000000,1850,Chembur East
1275,22200000,1270,Chembur East
1276,19500000,1073,Chembur East
1277,16500000,1250,Chembur East
1278,14000000,775,Chembur
1279,20200000,1252,Chembur
1280,11200000,700,Chembur
1281,15500000,2000,Kharghar
1282,2625000,675,Badlapur
1283,22000000,1300,Jankalyan Nagar
1284,100000000,2320,Yari Road
1285,145000000,3320,Yari Road
1286,6200000,900,Kamothe
1287,7900000,1065,Kamothe
1288,6900000,850,Sector 17 Ulwe
1289,4400000,610,Kamothe
1290,5700000,670,Kamothe
1291,4000000,600,Sector 17 Ulwe
1292,6350000,900,Kamothe
1293,4500000,610,Kamothe
1294,6700000,980,Kamothe
1295,4400000,610,Thakur complex
1296,65000000,2695,Wadala
1297,3200000,510,Naigaon East
1298,2400000,565,Naigaon East
1299,6500000,1015,Mira Road East
1300,2700000,540,Naigaon East
1301,2400000,565,Naigaon East
1302,2350000,540,Naigaon East
1303,4300000,750,Naigaon East
1304,3200000,585,Naigaon East
1305,2300000,500,Naigaon East
1306,3250000,585,Naigaon East
1307,2500000,453,Naigaon East
1308,2450000,500,Naigaon East
1309,3000000,605,Naigaon East
1310,4500000,710,Naigaon East
1311,2800000,510,Naigaon East
1312,2750000,590,Naigaon East
1313,2650000,560,Naigaon East
1314,2700000,600,Naigaon East
1315,2200000,500,Naigaon East
1316,3800000,556,Naigaon East
1317,31000000,900,Khar West
1318,2110000,545,Badlapur West
1319,2077000,620,Badlapur West
1320,10000000,750,Malad West
1321,20500000,908,Kandivali West
1322,8600000,650,Kandivali West
1323,9300000,750,Malad West
1324,12800000,913,Kandivali West
1325,52500000,2700,Borivali West
1326,8900000,562,Kandivali West
1327,9800000,750,Malad West
1328,6000000,745,Ulwe
1329,3500000,635,Kharghar
1330,4100000,600,Kharghar
1331,7000000,900,Sector 11 Kharghar
1332,8000000,852,Kharghar
1333,4700000,690,Kharghar
1334,5200000,600,Kharghar
1335,7500000,1000,Kharghar
1336,8750000,1205,Kharghar
1337,5200000,560,Kharghar
1338,7100000,1085,Kharghar
1339,7300000,1000,Kharghar
1340,13000000,1185,Kharghar
1341,15500000,1435,Kharghar
1342,15500000,1530,Kharghar
1343,15000000,1730,Kharghar
1344,4800000,560,Kharghar
1345,12000000,1600,Kharghar
1346,2600000,390,Kharghar
1347,5300000,600,Kharghar
1348,9500000,1075,Kharghar
1349,7500000,1000,Kharghar
1350,13500000,1300,Kharghar
1351,12900000,1235,Mira Road East
1352,9200000,556,Bhandup West
1353,15500000,913,Vikhroli
1354,2476000,540,Vasai east
1355,3700000,400,Ghansoli
1356,6000000,373,Sector8 Sanpada
1357,21500000,1050,Jeejamata Nagar
1358,7500000,650,Shakti Nagar
1359,4900000,550,Thane West
1360,17000000,815,Jeejamata Nagar
1361,8000000,340,Goregaon
1362,11500000,650,Pandurangwadi
1363,11700000,550,Shreyas Colony
1364,7500000,550,Kannamwar Nagar II
1365,7000000,400,Kannamwar Nagar II
1366,8500000,450,gokuldham
1367,11700000,480,Bangur Nagar
1368,4400000,305,Shivaji Colony
1369,11500000,441,Jawahar Nagar
1370,8800000,500,Jawahar Nagar
1371,9000000,350,Jawahar Nagar
1372,8500000,380,Jawahar Nagar
1373,28000000,800,Vedant Complex
1374,2580000,645,Titwala
1375,9350000,1195,Kharghar
1376,4000000,600,Ulwe
1377,14000000,1100,Koparkhairane Station Road
1378,6500000,929,Dombivali
1379,5000000,791,Dombivali
1380,16000000,1290,Malad East
1381,34000000,1540,Mira Road East
1382,3700000,925,Naigaon East
1383,4400000,670,Ulwe
1384,8800000,1085,Ulwe
1385,5200000,685,Ulwe
1386,4000000,670,Ulwe
1387,6200000,693,Ulwe
1388,5000000,640,Ulwe
1389,6500000,1690,Ulwe
1390,6200000,1215,Ulwe
1391,2750000,385,Ulwe
1392,6500000,1120,Ulwe
1393,8000000,1235,Ulwe
1394,4950000,685,Ulwe
1395,7500000,980,Ulwe
1396,9000000,1100,Ulwe
1397,6000000,758,Ulwe
1398,4500000,689,Ulwe
1399,4700000,648,Ulwe
1400,7600000,1595,Ulwe
1401,8000000,1250,Ulwe
1402,5500000,840,Ulwe
1403,2050000,500,Naigaon East
1404,20000000,1250,Goregaon West
1405,8600000,1045,Ulwe
1406,8000000,1350,Ulwe
1407,5100000,1511,Ulwe
1408,6500000,686,Ulwe
1409,8500000,930,Ulwe
1410,4000000,765,Manvel pada Road
1411,12000000,936,Thane West
1412,19400000,1810,Thane West
1413,24100000,2090,Thane West
1414,16200000,1555,Thane West
1415,6193000,1150,Virar
1416,35000000,1855,Nerul
1417,10500000,1187,Sector-18 Ulwe
1418,2700000,585,Karanjade
1419,15200000,1286,Nerul
1420,3700000,640,Panvel
1421,8800000,900,Ulwe
1422,5400000,620,Ulwe
1423,10300000,1220,Ulwe
1424,52500000,2703,Nerul
1425,2600000,645,Dronagiri
1426,4400000,880,Dronagiri
1427,3400000,600,Dronagiri
1428,4600000,680,Sector 17 Ulwe
1429,8655000,1055,Mira Road East
1430,5000000,1285,Virar
1431,3900000,975,Virar
1432,7500000,767,Mira Road East
1433,3624000,895,Vasai
1434,2451000,570,Nala Sopara
1435,5000000,1030,Virar
1436,7031000,1125,Vasai
1437,18500000,1020,Borivali East
1438,14500000,791,Kandivali West
1439,42500000,1505,Kandivali West
1440,39000000,1627,Borivali West
1441,8900000,724,Thane West
1442,27500000,1404,Goregaon East
1443,2357000,555,Virar East
1444,3600000,450,Dombivali
1445,10500000,625,Govandi
1446,11500000,650,Govandi
1447,10000000,1150,Koparkhairane Station Road
1448,10000000,1100,Kopar Khairane Sector 19A
1449,7500000,700,Kopar Khairane Sector 19A
1450,10500000,1150,Koper Khairane
1451,8000000,700,Koper Khairane
1452,7100000,700,Koper Khairane
1453,6000000,885,Shilphata Road Thane
1454,4300000,685,Mumbai Central
1455,6900000,685,Koper Khairane
1456,10500000,850,Kolshet Road
1457,15400000,1200,Vasant Vihar
1458,39000000,2150,Vasant Vihar
1459,31000000,2150,Vasant Vihar
1460,15000000,1109,Vasant Vihar
1461,39000000,1902,Vasant Vihar
1462,12200000,1250,Kolshet Road
1463,12000000,1210,Kolshet Road
1464,10300000,1050,Kolshet Road
1465,31000000,1300,Vasant Vihar
1466,65000000,2450,Andheri West
1467,16299999,1063,Thakur Village
1468,23500000,1050,Thakur Village
1469,24500000,1300,Samata nagar
1470,20000000,1250,Thakur Village
1471,25000000,1350,4 Bunglows
1472,25000000,1357,Thakur Village
1473,15500000,1100,Thakur Village
1474,11000000,585,Borivali East
1475,10500000,780,Thakur complex
1476,16500000,1050,Borivali East
1477,26500000,1830,Thakur Village
1478,17200000,1100,Thakur complex
1479,10000000,650,Thakur Village
1480,23000000,1360,Thakur Village
1481,21000000,1050,Samata nagar
1482,23500000,1100,Samata nagar
1483,6050000,1246,Panvel
1484,4800000,695,Roadpali
1485,14500000,950,Wadi Bandar
1486,16800000,764,Kandivali East
1487,12000000,950,Kapurbawadi
1488,8500000,594,Majiwada
1489,7200000,508,Vasant Vihar
1490,6500000,675,Thane Belapur Road Kalwa
1491,5300000,560,Thane Belapur Road Kalwa
1492,10800000,653,mumbai
1493,11100000,550,Suburbs Mumbai
1494,8000000,1375,Thane
1495,2800000,400,Mira Road and Beyond
1496,6800000,890,Mira Road and Beyond
1497,3300000,530,Mumbai Central
1498,4100000,590,Mira Road and Beyond
1499,6500000,940,Mira Road and Beyond
1500,7600000,1760,Mira Road and Beyond
1501,6400000,1180,Mira Road and Beyond
1502,5500000,1115,Mumbai Central
1503,2800000,525,Mumbai Central
1504,3000000,500,Mumbai Nashik Expressway
1505,5400000,675,Dombivali East
1506,13000000,775,Bhandup West
1507,21500000,1225,Bhandup West
1508,4500000,390,Andheri West
1509,17000000,1050,Magathane
